,Temp_Avg_C,Temp_Max_C,Temp_Min_C,Humidity_%,WindSpeed_ms,Solar_MJm2day,Rainfall_mm
2019-02-16,8.4,17.2,2.28,32.16,3.62,19.36,0.0
2019-02-17,8.86,15.26,5.25,32.24,4.23,12.37,0.0
2019-02-18,6.61,11.21,2.67,56.02,3.9,11.33,0.0
2019-02-19,10.32,15.96,5.79,33.83,6.1,11.28,0.0
2019-02-20,11.69,19.08,6.26,41.05,4.87,18.37,0.0
2019-02-21,12.3,21.07,5.69,38.38,3.6,19.17,0.0
2019-02-22,13.46,20.66,6.04,36.35,2.69,19.08,0.0
2019-02-23,12.91,21.76,4.79,21.99,2.55,21.99,0.0
2019-02-24,11.66,20.4,5.01,26.55,3.51,20.63,0.0
2019-02-25,8.56,15.14,3.51,40.23,4.3,21.74,0.0
2019-02-26,9.21,17.68,0.98,33.79,2.39,22.17,0.0
2019-02-27,8.7,15.73,3.36,46.46,3.54,21.9,0.0
2019-02-28,10.58,19.19,1.84,33.75,1.7,21.88,0.0
2019-03-01,13.51,21.65,7.45,22.4,0.86,22.34,0.0
2019-03-02,14.15,24.31,6.06,19.72,1.49,22.34,0.0
2019-03-03,15.41,24.48,7.16,17.97,1.52,21.81,0.0
2019-03-04,16.48,25.56,9.21,16.62,1.37,21.66,0.0
2019-03-05,16.18,26.17,9.48,17.32,1.85,22.25,0.0
2019-03-06,16.47,26.79,8.71,19.28,2.57,22.3,0.0
2019-03-07,16.32,24.4,9.18,21.11,2.07,20.02,0.0
2019-03-08,15.15,19.85,10.5,39.88,7.46,16.56,0.0
2019-03-09,15.17,20.89,9.28,36.14,9.16,9.69,0.0
2019-03-10,16.59,22.99,11.9,25.2,6.94,12.3,0.0
2019-03-11,16.24,24.69,8.67,30.84,3.06,23.55,0.0
2019-03-12,16.09,23.95,10.0,36.08,3.62,23.91,0.0
2019-03-13,17.17,26.19,9.61,32.81,1.34,24.56,0.0
2019-03-14,16.42,24.0,9.78,33.31,3.08,24.13,0.0
2019-03-15,15.81,24.44,7.75,25.97,1.9,24.59,0.0
2019-03-16,15.59,24.24,8.08,23.22,1.83,24.98,0.0
2019-03-17,17.32,26.11,9.08,22.05,1.59,24.65,0.0
2019-03-18,18.51,26.16,10.28,24.21,2.17,24.64,0.0
2019-03-19,17.99,25.25,10.31,30.89,2.44,24.6,0.0
2019-03-20,13.94,19.65,9.43,38.12,4.27,24.77,0.0
2019-03-21,12.4,18.67,6.22,36.32,2.82,24.58,0.0
2019-03-22,12.9,20.1,6.32,43.9,3.07,25.24,0.0
2019-03-23,13.66,20.96,7.75,44.84,2.46,21.18,0.38
2019-03-24,15.86,22.57,10.9,38.8,2.73,23.85,1.28
2019-03-25,17.53,26.2,9.68,31.18,4.73,18.46,0.0
2019-03-26,21.02,28.47,14.26,35.04,4.72,18.69,0.86
2019-03-27,19.64,25.69,14.14,42.69,3.74,23.23,0.0
2019-03-28,17.75,24.99,11.65,43.19,2.86,22.87,0.0
2019-03-29,17.46,24.95,9.91,47.74,4.09,24.53,0.0
2019-03-30,14.71,16.98,13.21,51.82,4.74,10.73,4.07
2019-03-31,15.62,21.7,11.42,62.77,2.69,13.78,6.12
2019-04-01,16.02,23.12,9.45,54.89,2.6,26.08,0.0
2019-04-02,18.1,25.86,10.7,40.71,2.73,24.6,0.0
2019-04-03,19.54,26.75,10.59,38.64,4.36,21.01,0.02
2019-04-04,19.12,25.09,13.3,39.14,6.48,20.72,0.01
2019-04-05,16.76,23.99,9.51,44.73,2.73,27.53,0.0
2019-04-06,14.4,20.75,8.68,36.39,3.78,27.94,0.0
2019-04-07,15.49,23.23,6.69,33.03,1.86,28.48,0.0
2019-04-08,17.32,26.35,9.07,25.45,2.27,28.42,0.0
2019-04-09,18.55,26.94,8.9,25.42,1.79,27.31,0.0
2019-04-10,19.13,27.08,10.88,34.39,2.05,27.25,0.0
2019-04-11,18.44,24.85,11.5,29.27,3.42,28.12,0.0
2019-04-12,15.72,23.48,10.52,42.83,4.46,19.61,0.0
2019-04-13,17.22,24.92,9.95,38.92,2.69,28.33,0.0
2019-04-14,17.52,26.35,8.09,20.95,1.83,29.04,0.0
2019-04-15,20.68,30.92,10.61,18.54,2.64,28.09,0.0
2019-04-16,23.02,32.89,13.45,19.3,2.91,27.54,0.0
2019-04-17,24.55,33.2,16.32,16.46,2.93,28.6,0.0
2019-04-18,24.54,34.41,15.69,15.66,4.1,23.74,0.0
2019-04-19,19.99,27.67,13.15,36.79,4.32,28.2,0.0
2019-04-20,19.44,27.58,10.89,32.62,3.12,27.46,0.0
2019-04-21,17.21,23.67,11.1,39.37,3.76,23.25,0.24
2019-04-22,17.75,24.6,10.14,39.22,2.08,27.34,0.0
2019-04-23,19.77,28.57,11.29,27.43,3.27,27.98,0.0
2019-04-24,21.55,29.15,13.92,28.64,2.46,28.85,0.0
2019-04-25,23.13,31.36,13.83,23.12,2.15,29.47,0.0
2019-04-26,23.52,32.37,14.42,25.41,2.8,29.26,0.0
2019-04-27,23.35,31.4,16.07,30.65,4.71,29.11,0.0
2019-04-28,23.31,31.17,15.72,28.23,3.17,29.63,0.0
2019-04-29,23.17,30.23,15.43,30.16,2.01,26.85,0.03
2019-04-30,25.72,33.48,18.31,37.99,2.38,28.71,0.0
2019-05-01,25.06,30.38,18.59,31.76,3.14,19.06,0.03
2019-05-02,26.13,34.64,18.98,22.43,5.45,28.6,0.0
2019-05-03,23.82,31.82,15.67,39.17,3.85,28.82,0.02
2019-05-04,23.02,29.92,15.02,35.17,2.51,29.65,0.0
2019-05-05,24.21,31.18,16.0,30.34,2.09,29.86,0.0
2019-05-06,26.4,34.17,18.26,21.71,1.36,29.82,0.0
2019-05-07,26.71,35.76,17.04,18.17,2.38,30.23,0.0
2019-05-08,28.03,37.37,18.9,13.55,2.77,30.72,0.0
2019-05-09,28.32,36.85,18.15,14.42,1.9,30.88,0.0
2019-05-10,29.35,37.77,21.95,10.91,1.36,31.08,0.0
2019-05-11,28.93,38.45,19.66,11.52,2.51,29.76,0.0
2019-05-12,29.93,37.93,20.34,13.39,2.29,31.13,0.0
2019-05-13,28.27,35.76,20.6,19.05,3.14,30.17,0.0
2019-05-14,25.6,33.01,19.14,16.5,3.06,31.23,0.0
2019-05-15,25.2,34.64,15.61,15.86,2.62,30.36,0.0
2019-05-16,29.46,38.28,20.33,12.21,1.3,31.25,0.0
2019-05-17,30.79,39.31,22.39,13.66,3.02,30.93,0.0
2019-05-18,26.19,33.4,19.22,14.68,2.9,23.94,0.0
2019-05-19,25.92,34.41,16.94,21.22,3.49,29.26,0.0
2019-05-20,25.23,32.26,18.35,22.88,4.44,28.79,0.0
2019-05-21,26.45,32.33,19.87,35.56,2.37,27.19,0.0
2019-05-22,28.23,34.56,22.3,29.22,3.08,25.16,0.0
2019-05-23,28.8,35.4,21.86,33.05,2.86,25.71,0.01
2019-05-24,29.36,36.42,21.71,30.45,3.1,26.09,0.0
2019-05-25,28.51,35.3,22.32,22.97,4.45,28.73,0.0
2019-05-26,23.65,29.91,16.93,29.34,3.85,31.35,0.0
2019-05-27,24.85,31.77,16.65,24.12,2.0,30.65,0.0
2019-05-28,27.74,35.79,18.95,21.3,3.05,30.66,0.0
2019-05-29,29.56,37.67,20.76,18.26,2.27,29.9,0.0
2019-05-30,29.5,36.98,21.94,19.91,3.0,29.43,0.0
2019-05-31,27.77,34.63,20.87,24.99,4.29,28.84,0.0
2019-06-01,25.57,31.24,19.83,29.22,2.3,29.66,4.58
2019-06-02,26.49,33.87,18.91,23.98,3.13,30.93,0.0
2019-06-03,27.96,36.43,19.38,20.77,2.54,30.89,0.0
2019-06-04,30.62,38.85,23.07,19.24,2.49,29.45,0.0
2019-06-05,28.59,33.95,24.55,23.69,2.96,19.43,0.0
2019-06-06,29.22,37.9,21.4,17.52,3.0,30.99,0.0
2019-06-07,28.85,38.22,19.65,12.47,2.64,31.81,0.0
2019-06-08,28.59,38.16,18.96,10.99,2.92,31.8,0.0
2019-06-09,28.94,38.72,19.27,10.38,3.43,32.35,0.0
2019-06-10,28.1,36.72,19.65,21.09,3.7,31.81,0.0
2019-06-11,28.52,36.41,19.58,19.29,2.87,31.61,0.0
2019-06-12,30.0,38.4,21.47,13.66,3.37,30.75,0.0
2019-06-13,28.34,35.87,20.32,18.59,5.07,28.87,0.0
2019-06-14,27.65,37.15,18.41,16.76,3.41,30.42,0.0
2019-06-15,28.45,38.49,18.26,11.6,2.81,32.53,0.0
2019-06-16,28.96,38.68,18.75,8.77,3.66,31.47,0.0
2019-06-17,30.11,38.69,20.31,20.77,2.3,31.77,0.0
2019-06-18,32.06,40.32,22.55,11.49,2.65,30.86,0.0
2019-06-19,31.62,40.3,23.06,14.67,3.1,29.81,0.0
2019-06-20,33.31,41.77,26.21,8.96,2.05,26.43,0.0
2019-06-21,33.56,42.28,26.08,8.96,2.37,29.72,0.0
2019-06-22,32.08,40.9,23.58,11.2,2.23,29.45,0.0
2019-06-23,31.15,40.28,21.8,13.0,2.82,30.32,0.0
2019-06-24,31.84,40.96,23.21,11.93,1.81,32.03,0.0
2019-06-25,32.64,42.56,23.05,8.13,2.35,32.13,0.0
2019-06-26,33.19,42.52,25.16,7.25,2.34,31.84,0.0
2019-06-27,35.03,43.34,25.14,7.56,2.25,31.6,0.0
2019-06-28,34.99,43.73,24.41,9.56,1.94,30.72,0.0
2019-06-29,34.58,43.37,25.59,11.01,1.81,30.05,0.0
2019-06-30,34.88,43.15,25.89,11.05,1.3,31.26,0.0
2019-07-01,35.93,43.31,28.09,15.92,2.52,30.04,0.0
2019-07-02,34.75,43.02,26.96,14.56,4.25,28.47,0.0
2019-07-03,35.78,44.05,27.73,11.48,2.35,28.48,0.0
2019-07-04,35.9,43.14,29.79,12.94,3.78,28.01,0.0
2019-07-05,35.33,43.62,27.51,13.78,3.47,29.69,0.0
2019-07-06,35.54,43.7,27.19,14.58,2.97,30.33,0.0
2019-07-07,35.61,43.41,27.91,9.91,4.06,29.73,0.0
2019-07-08,36.12,44.07,29.35,9.19,3.27,30.35,0.0
2019-07-09,35.3,44.04,26.86,10.26,2.52,29.66,0.0
2019-07-10,35.49,44.18,27.13,9.19,2.63,28.37,0.0
2019-07-11,35.89,44.31,27.33,12.35,2.62,25.78,0.0
2019-07-12,36.19,44.77,28.51,12.86,2.64,28.92,0.0
2019-07-13,36.35,44.79,27.85,7.85,3.47,30.97,0.0
2019-07-14,36.98,45.28,28.74,7.91,2.18,29.31,0.0
2019-07-15,36.39,44.19,27.76,13.04,1.75,28.23,0.0
2019-07-16,35.57,43.71,27.64,14.74,4.1,27.16,0.0
2019-07-17,35.65,43.89,27.22,16.23,3.05,26.02,0.0
2019-07-18,35.82,43.66,27.73,14.63,2.7,28.37,0.0
2019-07-19,34.66,41.81,27.39,16.11,3.62,21.48,0.0
2019-07-20,35.26,42.6,30.85,16.51,3.48,19.41,0.0
2019-07-21,35.12,42.38,28.27,15.47,3.87,24.87,0.0
2019-07-22,34.78,42.36,27.52,19.05,3.43,23.63,0.0
2019-07-23,34.43,41.48,26.9,20.38,2.17,28.11,0.0
2019-07-24,34.02,40.5,26.64,19.2,1.97,27.83,0.0
2019-07-25,34.4,41.06,26.38,22.72,1.83,28.03,0.0
2019-07-26,35.52,42.09,27.89,18.3,1.78,28.78,0.0
2019-07-27,35.96,42.34,27.58,15.16,1.73,29.29,0.0
2019-07-28,35.04,42.83,26.27,12.2,2.42,29.84,0.0
2019-07-29,36.14,44.17,27.74,10.56,1.92,28.65,0.0
2019-07-30,35.88,44.79,26.56,10.68,2.55,27.43,0.0
2019-07-31,36.63,44.9,29.09,9.3,3.43,27.3,0.0
2019-08-01,36.97,44.34,29.24,13.89,2.66,23.07,0.0
2019-08-02,37.99,44.9,30.36,12.01,1.62,21.85,0.0
2019-08-03,37.37,45.15,29.72,11.39,2.19,24.42,0.0
2019-08-04,37.2,44.38,30.73,12.42,1.71,26.38,0.0
2019-08-05,36.61,44.26,28.58,11.82,2.66,27.77,0.0
2019-08-06,36.12,44.04,28.03,12.23,3.64,28.3,0.0
2019-08-07,36.3,44.73,28.32,11.66,4.04,28.34,0.0
2019-08-08,37.14,45.21,28.95,11.51,2.62,26.16,0.0
2019-08-09,36.49,44.19,28.91,14.08,2.89,28.3,0.0
2019-08-10,37.02,44.02,28.68,12.73,2.07,24.09,0.0
2019-08-11,37.07,43.9,28.82,13.79,2.12,25.18,0.0
2019-08-12,35.93,42.88,28.28,16.6,2.43,27.14,0.0
2019-08-13,35.01,42.15,27.78,17.33,2.34,27.15,0.0
2019-08-14,36.0,42.75,28.09,15.65,1.39,27.88,0.0
2019-08-15,36.89,43.52,27.79,15.88,1.47,27.65,0.0
2019-08-16,36.53,43.17,29.99,15.34,1.94,27.4,0.0
2019-08-17,35.15,42.24,28.01,19.31,3.8,25.7,0.0
2019-08-18,34.09,40.79,26.86,18.41,2.35,27.53,0.0
2019-08-19,34.56,42.13,26.65,17.16,2.54,27.41,0.0
2019-08-20,34.66,41.98,27.46,15.22,3.64,27.24,0.0
2019-08-21,34.09,41.22,26.56,14.74,2.94,24.47,0.0
2019-08-22,34.29,41.01,26.73,16.86,2.12,27.01,0.0
2019-08-23,33.84,41.52,26.28,16.94,1.75,26.72,0.0
2019-08-24,34.9,41.37,27.13,16.17,2.14,25.32,0.0
2019-08-25,35.22,40.54,30.48,16.95,1.93,25.91,0.0
2019-08-26,34.41,41.57,27.15,24.04,3.02,25.27,0.0
2019-08-27,33.12,40.32,26.24,26.77,4.23,22.63,0.0
2019-08-28,34.89,41.22,29.25,22.15,1.65,20.8,4.15
2019-08-29,33.42,39.51,28.75,31.78,4.36,18.39,0.19
2019-08-30,30.98,34.73,27.25,31.63,3.49,16.37,0.02
2019-08-31,30.55,35.74,25.56,39.64,2.91,22.17,0.92
2019-09-01,30.69,36.24,23.95,29.19,2.02,26.64,0.0
2019-09-02,31.58,37.48,25.45,23.53,1.41,22.26,0.0
2019-09-03,31.75,37.52,24.97,29.09,2.07,12.88,0.06
2019-09-04,30.92,36.94,24.1,32.71,2.42,25.21,0.01
2019-09-05,30.25,36.77,23.8,35.96,3.48,25.29,0.08
2019-09-06,30.73,36.6,24.58,26.2,3.07,25.1,0.37
2019-09-07,29.33,34.31,24.24,34.55,2.18,22.67,3.28
2019-09-08,28.51,34.83,22.97,31.16,2.55,24.68,0.0
2019-09-09,28.27,35.58,20.55,30.38,1.97,25.46,0.0
2019-09-10,29.74,36.93,23.38,22.91,1.8,25.37,0.0
2019-09-11,24.34,29.76,19.52,28.6,5.46,22.45,0.0
2019-09-12,23.45,30.28,16.54,32.23,3.99,22.75,0.0
2019-09-13,27.29,36.46,18.25,26.39,3.48,23.63,0.0
2019-09-14,31.07,39.33,23.7,18.53,2.12,23.01,0.0
2019-09-15,31.22,38.69,25.84,20.22,2.58,21.14,0.0
2019-09-16,31.41,39.53,24.19,20.6,3.39,21.44,0.0
2019-09-17,31.6,39.01,25.52,19.25,4.62,22.55,0.0
2019-09-18,30.92,38.73,24.2,15.09,4.48,22.73,0.0
2019-09-19,30.63,39.49,23.06,12.52,3.01,23.74,0.0
2019-09-20,31.32,40.34,23.23,12.51,2.54,23.57,0.0
2019-09-21,31.94,40.5,24.41,14.72,2.17,22.8,0.0
2019-09-22,32.27,40.64,23.91,17.79,1.85,22.16,0.0
2019-09-23,33.27,40.75,26.33,16.38,1.52,23.05,0.0
2019-09-24,32.72,40.22,24.13,14.93,1.23,23.1,0.0
2019-09-25,32.85,40.64,24.88,13.87,1.24,21.46,0.0
2019-09-26,32.95,40.23,25.2,12.76,1.4,22.39,0.0
2019-09-27,31.99,39.5,25.41,13.42,2.39,22.87,0.0
2019-09-28,31.09,39.3,23.48,15.82,2.23,21.58,0.0
2019-09-29,31.14,38.83,22.51,18.05,1.98,22.17,0.0
2019-09-30,31.37,38.87,23.24,15.92,1.92,22.54,0.0
2019-10-01,30.3,38.27,21.76,13.69,1.76,22.46,0.0
2019-10-02,28.27,35.38,22.8,16.44,3.58,22.85,0.0
2019-10-03,25.29,31.87,18.94,17.76,3.55,22.76,0.0
2019-10-04,24.08,31.29,16.61,24.6,1.34,22.26,0.0
2019-10-05,24.54,32.18,18.06,26.47,1.26,22.27,0.0
2019-10-06,25.39,33.41,18.42,20.93,1.11,21.05,0.0
2019-10-07,25.83,34.33,17.26,17.03,1.97,22.39,0.0
2019-10-08,23.02,29.39,17.71,25.54,3.93,21.35,0.0
2019-10-09,21.64,28.58,15.12,33.71,2.03,21.61,0.0
2019-10-10,22.6,29.31,16.92,26.75,1.68,21.31,0.0
2019-10-11,22.59,27.99,18.26,35.37,3.44,17.24,0.0
2019-10-12,23.46,30.53,16.32,39.77,2.22,16.62,0.0
2019-10-13,24.98,30.84,18.6,38.59,2.75,19.2,0.02
2019-10-14,25.85,32.73,18.54,37.15,1.97,19.08,0.0
2019-10-15,25.06,32.32,18.91,33.31,2.22,18.76,0.0
2019-10-16,25.26,32.7,17.11,25.72,1.5,18.81,0.0
2019-10-17,25.83,31.89,20.51,26.8,2.78,16.75,0.03
2019-10-18,24.41,30.79,19.45,36.66,3.31,19.2,0.0
2019-10-19,23.64,30.36,18.49,34.05,1.51,19.69,0.0
2019-10-20,23.53,29.47,19.12,34.43,2.9,16.5,0.02
2019-10-21,24.31,32.46,16.95,29.27,4.1,18.83,0.0
2019-10-22,21.49,26.45,15.8,25.1,3.9,19.72,0.0
2019-10-23,16.51,23.03,10.93,31.96,3.45,20.19,0.0
2019-10-24,16.74,24.01,9.42,28.32,2.14,19.8,0.0
2019-10-25,17.73,25.23,10.25,26.79,2.21,19.46,0.0
2019-10-26,19.78,27.98,12.46,21.17,1.3,19.7,0.0
2019-10-27,20.71,29.31,13.06,23.32,2.16,18.87,0.0
2019-10-28,19.37,26.77,12.34,30.47,1.88,17.72,0.0
2019-10-29,21.19,27.39,13.63,32.13,1.57,17.9,0.0
2019-10-30,20.89,27.17,13.6,31.89,1.36,18.21,0.0
2019-10-31,20.85,27.4,14.05,34.74,1.75,17.76,0.0
2019-11-01,20.68,26.72,15.43,48.69,3.06,17.6,0.0
2019-11-02,21.09,27.37,15.3,49.46,2.37,17.35,0.0
2019-11-03,21.84,29.14,14.7,42.42,2.42,17.37,0.0
2019-11-04,20.75,27.84,14.21,44.41,2.57,17.56,0.0
2019-11-05,21.01,30.11,13.99,32.33,3.49,17.33,0.0
2019-11-06,16.25,22.41,11.85,38.34,3.88,17.51,0.0
2019-11-07,15.15,21.74,8.46,33.32,1.44,17.91,0.0
2019-11-08,15.91,23.93,8.79,32.48,2.72,17.58,0.0
2019-11-09,13.56,19.66,7.92,34.18,2.98,17.84,0.0
2019-11-10,14.79,23.0,7.3,27.46,3.23,14.55,0.0
2019-11-11,14.46,19.7,10.07,50.14,4.26,12.2,0.06
2019-11-12,15.58,22.72,9.65,57.41,3.41,15.69,0.01
2019-11-13,17.0,23.75,10.92,42.53,1.71,16.92,0.0
2019-11-14,18.65,26.79,11.39,31.24,4.0,15.81,0.0
2019-11-15,15.25,20.31,11.3,33.0,3.11,16.0,0.0
2019-11-16,10.08,15.5,5.45,42.42,5.3,16.49,0.0
2019-11-17,8.73,16.36,1.79,32.53,1.89,17.23,0.0
2019-11-18,10.8,19.88,4.23,22.94,2.37,16.79,0.0
2019-11-19,10.71,17.61,6.02,49.26,2.88,16.04,0.0
2019-11-20,10.87,19.85,4.84,34.67,3.13,15.85,0.0
2019-11-21,12.89,20.84,6.53,27.24,2.02,12.7,0.0
2019-11-22,14.89,22.42,9.16,47.41,1.99,13.71,0.0
2019-11-23,16.58,24.82,10.0,52.13,2.09,15.1,0.0
2019-11-24,14.17,19.54,9.47,47.8,2.93,15.72,0.0
2019-11-25,14.04,22.45,7.57,42.79,1.77,15.72,0.0
2019-11-26,14.8,23.43,8.92,41.17,1.81,15.41,0.0
2019-11-27,15.84,24.15,10.24,38.16,1.74,14.81,0.0
2019-11-28,16.16,23.53,9.53,42.77,1.21,13.73,0.0
2019-11-29,16.76,24.23,9.93,36.38,1.21,15.3,0.0
2019-11-30,14.94,21.39,9.13,35.91,1.22,12.95,0.0
2019-12-01,15.1,22.22,10.56,34.31,1.82,13.76,0.0
2019-12-02,13.08,21.44,7.68,38.08,4.05,14.66,0.0
2019-12-03,11.21,17.2,7.29,54.73,4.01,13.89,0.09
2019-12-04,12.03,19.59,5.82,50.75,2.23,14.59,0.0
2019-12-05,11.63,18.06,7.41,43.71,4.12,13.18,0.0
2019-12-06,11.63,19.9,6.03,38.66,2.54,14.32,0.0
2019-12-07,12.44,20.89,6.6,39.76,2.16,13.98,0.0
2019-12-08,11.42,18.52,6.42,52.76,3.53,14.22,0.0
2019-12-09,11.23,18.58,4.88,54.73,2.39,14.41,0.0
2019-12-10,12.67,19.79,7.65,50.4,2.53,14.7,0.0
2019-12-11,11.09,19.36,4.04,41.33,1.72,14.83,0.0
2019-12-12,11.43,18.75,5.11,50.17,1.96,14.45,0.0
2019-12-13,12.08,21.45,4.14,52.45,2.36,14.13,0.0
2019-12-14,13.0,21.24,6.51,66.22,1.57,14.24,0.0
2019-12-15,12.82,21.8,7.55,55.62,2.18,14.35,0.0
2019-12-16,12.62,20.56,7.13,56.18,3.81,9.98,0.0
2019-12-17,10.53,15.42,6.28,52.75,5.63,13.4,1.02
2019-12-18,8.79,15.87,2.71,51.85,2.55,14.49,0.01
2019-12-19,10.01,18.34,4.75,38.39,1.77,13.28,0.0
2019-12-20,10.18,19.07,3.91,39.54,1.81,11.84,0.0
2019-12-21,13.09,20.89,6.99,36.69,1.35,12.02,0.0
2019-12-22,14.83,22.51,7.96,53.56,1.86,14.07,0.0
2019-12-23,14.28,23.13,8.16,56.6,2.12,14.29,0.0
2019-12-24,12.33,20.79,7.15,48.7,2.66,14.27,0.0
2019-12-25,12.04,19.95,7.6,39.67,2.24,14.34,0.0
2019-12-26,12.74,20.5,6.95,34.22,1.66,14.07,0.0
2019-12-27,11.07,17.54,7.23,33.15,2.12,13.17,0.0
2019-12-28,11.14,19.36,5.75,29.94,2.52,13.87,0.0
2019-12-29,9.27,16.5,4.75,46.86,2.97,14.63,0.0
2019-12-30,8.65,16.71,2.92,57.19,2.29,14.58,0.0
2019-12-31,7.21,14.8,1.67,57.22,2.47,14.85,0.0
2020-01-01,6.51,13.54,0.96,52.19,1.83,14.98,0.0
2020-01-02,7.15,14.25,1.47,40.99,1.31,14.88,0.0
2020-01-03,6.84,14.42,0.41,41.29,1.74,14.85,0.0
2020-01-04,8.28,15.75,1.07,33.09,1.07,15.25,0.0
2020-01-05,7.59,15.72,1.04,30.32,1.89,15.19,0.0
2020-01-06,6.08,14.41,-0.02,39.36,2.77,15.0,0.0
2020-01-07,6.1,13.26,1.15,53.52,3.67,14.78,0.0
2020-01-08,6.34,13.49,1.35,56.26,2.85,15.08,0.0
2020-01-09,6.66,14.49,0.79,48.73,2.08,14.2,0.0
2020-01-10,8.06,15.47,2.37,47.37,1.25,14.08,0.0
2020-01-11,7.19,13.76,2.01,64.7,2.74,12.81,0.02
2020-01-12,7.28,13.99,1.64,61.83,2.27,15.18,0.0
2020-01-13,7.4,13.85,0.9,51.22,1.77,15.59,0.0
2020-01-14,7.48,15.18,0.05,39.57,1.21,15.83,0.0
2020-01-15,7.01,13.62,1.62,41.86,1.27,13.3,0.0
2020-01-16,7.11,14.81,2.07,41.73,1.74,15.09,0.0
2020-01-17,7.04,16.84,-0.3,47.41,2.45,16.13,0.0
2020-01-18,9.27,17.53,2.45,34.45,2.16,16.19,0.0
2020-01-19,10.56,19.8,4.13,31.67,2.5,16.1,0.36
2020-01-20,7.97,12.99,3.61,73.64,3.7,15.45,0.49
2020-01-21,7.68,16.16,1.61,61.98,2.37,16.08,0.0
2020-01-22,9.65,16.99,4.35,46.67,1.7,15.83,0.0
2020-01-23,9.57,16.86,4.52,48.04,1.87,16.3,0.0
2020-01-24,9.09,16.53,4.14,50.21,1.79,14.57,0.0
2020-01-25,11.68,20.1,5.97,42.09,2.74,14.89,0.0
2020-01-26,10.46,18.75,4.79,51.66,3.06,15.93,0.0
2020-01-27,9.8,16.67,3.77,50.12,2.3,17.32,0.0
2020-01-28,11.09,18.05,3.42,36.74,1.26,17.29,0.0
2020-01-29,12.51,20.47,4.09,27.46,1.29,17.4,0.0
2020-01-30,14.59,23.0,6.37,25.31,1.44,17.17,0.0
2020-01-31,14.48,23.73,5.47,25.18,1.78,17.62,0.0
